Year,POS,Player,Team,Sack
2013,DEF,Darryl Tapp,Was,1
2013,DEF,Jeff Tarpinian,Hou,0.5
2013,DEF,Ben Tate,Hou,0
2013,DEF,Ryan Taylor,GB,0
2013,DEF,Phil Taylor,Cle,2
2013,DEF,Kerry Taylor,Ari,0
2013,DEF,Jamar Taylor,Mia,0
2013,DEF,Ike Taylor,Pit,0
2013,DEF,Devin Taylor,Det,2.5
2013,DEF,Cooper Taylor,NYG,0
2013,DEF,Stepfan Taylor,Ari,0
2013,DEF,Manti Te'o,SD,0
2013,DEF,Daniel Te'o-Nesheim,TB,0
2013,DEF,Joe Thomas,Cle,0
2013,DEF,Demaryius Thomas,Den,0
2013,DEF,Daniel Thomas,Mia,0
2013,DEF,Shamarko Thomas,Pit,0
2013,DEF,Pierre Thomas,NO,0
2013,DEF,J.T. Thomas,Jax,0
2013,DEF,Taylor Thompson,Ten,0
2013,DEF,Brandon Thompson,Cin,1.5
2013,DEF,Hugh Thornton,Ind,0
2013,DEF,Cedric Thornton,Phi,1
2013,DEF,Carson Tinker,Jax,0
2013,DEF,Jordan Todman,Jax,0
2013,DEF,Levine Toilolo,Atl,0
2013,DEF,Mike Tolbert,Car,0
2013,DEF,Anthony Toribio,KC,0
2013,DEF,Justin Trattou,Min,0
2013,DEF,Brynden Trawick,Bal,0
2013,DEF,Isaiah Trufant,NYJ,0
2013,DEF,Jason Trusnik,Mia,0
2013,DEF,Justin Tuggle,Hou,0
2013,DEF,Christian Tupou,Chi,0
2013,DEF,Robert Turbin,Sea,0
2013,DEF,Tiquan Underwood,TB,0
2013,DEF,Max Unger,Sea,0
2013,DEF,Mitch Unrein,Den,0
2013,DEF,Courtney Upshaw,Bal,1.5
2013,DEF,Kraig Urbik,Buf,0
2013,DEF,Demarcus Van Dyke,Pit,0
2013,DEF,Jason Vega,Dal,0
2013,DEF,Fernando Velasco,Pit,0
2013,DEF,Jared Veldheer,Oak,0
2013,DEF,Joe Vellano,NE,2
2013,DEF,Raymond Ventrone,SF,0
2013,DEF,Olivier Vernon,Mia,11.5
2013,DEF,Michael Vick,Phi,0
2013,DEF,Kevin Vickerson,Den,1
2013,DEF,Josh Victorian,Hou,0
2013,DEF,Jonathan Vilma,NO,0
2013,DEF,Sebastian Vollmer,NE,0
2013,DEF,LaAdrian Waddle,Det,0
2013,DEF,Cameron Wake,Mia,8.5
2013,DEF,Erik Walden,Ind,3
2013,DEF,Vance Walker,Oak,3
2013,DEF,Tyrunn Walker,NO,1
2013,DEF,Reggie Walker,SD,3
2013,DEF,Delanie Walker,Ten,0
2013,DEF,Mike Wallace,Mia,0
2013,DEF,Cody Wallace,Pit,0
2013,DEF,Darrin Walls,NYJ,0
2013,DEF,Blair Walsh,Min,0
2013,DEF,Anthony Walters,Chi,0
2013,DEF,Larry Warford,Det,0
2013,DEF,Greg Warren,Pit,0
2013,DEF,Nate Washington,Ten,0
2013,DEF,Cornelius Washington,Chi,0
2013,DEF,J.J. Watt,Hou,10.5
2013,DEF,Joe Webb,Min,0
2013,DEF,B.W. Webb,Dal,0
2013,DEF,Corey Webster,NYG,0
2013,DEF,Jonathan Weeks,Hou,0
2013,DEF,Eric Weems,Chi,0
2013,DEF,Wes Welker,Den,0
2013,DEF,Scott Wells,Stl,0
2013,DEF,Ryan Wendell,NE,0
2013,DEF,John Wendling,Det,0
2013,DEF,Bjoern Werner,Ind,2.5
2013,DEF,Jamaal Westerman,Buf,0.5
2013,DEF,Ryan Whalen,Cin,0
2013,DEF,Griff Whalen,Ind,0
2013,DEF,Travelle Wharton,Car,0
2013,DEF,Markus Wheaton,Pit,0
2013,DEF,Philip Wheeler,Mia,0.5
2013,DEF,Guy Whimper,Pit,0
2013,DEF,Chris White,NE,0
2013,DEF,Tahir Whitehead,Det,0
2013,DEF,Fozzy Whittaker,Cle,0
2013,DEF,Andrew Whitworth,Cin,0
2013,DEF,Kyle Wilber,Dal,2
2013,DEF,J.J. Wilcox,Dal,0
2013,DEF,Vince Wilfork,NE,0
2013,DEF,Michael Wilhoite,SF,0
2013,DEF,Terrance Williams,Dal,0
2013,DEF,Jacquian Williams,NYG,0
2013,DEF,Teddy Williams,Ari,0
2013,DEF,Brandon Williams,Car,0
2013,DEF,Jason Williams,Car,0
2013,DEF,Sylvester Williams,Den,2
2013,DEF,Brandon Williams,Bal,1
2013,DEF,Ian Williams,SF,0
2013,DEF,Shawn Williams,Cin,0
2013,DEF,Vince Williams,Pit,0
2013,DEF,Duke Williams,Buf,0
2013,DEF,Trent Williams,Was,0
2013,DEF,D.J. Williams,Jax,0
2013,DEF,Nick Williams,Was,0
2013,DEF,D.J. Williams,Chi,2
2013,DEF,Mario Williams,Buf,13
2013,DEF,DeAngelo Williams,Car,0
2013,DEF,Kyle Williams,Buf,10.5
2013,DEF,Tourek Williams,SD,1
2013,DEF,Patrick Willis,SF,3
2013,DEF,David Wilson,NYG,0
2013,DEF,C.J. Wilson,Chi,0
2013,DEF,Russell Wilson,Sea,0
2013,DEF,C.J. Wilson,GB,0
2013,DEF,Martez Wilson,NO,1
2013,DEF,Kyle Wilson,NYJ,0
2013,DEF,Kion Wilson,Pit,0
2013,DEF,Kamerion Wimbley,Ten,3
2013,DEF,Mike Windt,SD,0
2013,DEF,Billy Winn,Cle,2
2013,DEF,Kellen Winslow,NYJ,0
2013,DEF,Eric Winston,Ari,0
2013,DEF,Brian Winters,NYJ,0
2013,DEF,Stefen Wisniewski,Oak,0
2013,DEF,Jason Witten,Dal,0
2013,DEF,Derek Wolfe,Den,4
2013,DEF,Danny Woodhead,SD,0
2013,DEF,LaMarr Woodley,Pit,5
2013,DEF,Robert Woods,Buf,0
2013,DEF,Al Woods,Pit,2
2013,DEF,Corey Wootton,Chi,3
2013,DEF,Jason Worilds,Pit,8
2013,DEF,Paul Worrilow,Atl,2
2013,DEF,Jerel Worthy,GB,0
2013,DEF,Blidi Wreh-Wilson,Ten,0
2013,DEF,Kendall Wright,Ten,0
2013,DEF,Jarius Wright,Min,0
2013,DEF,Tim Wright,TB,0
2013,DEF,K.J. Wright,Sea,1.5
2013,DEF,Jarius Wynn,Dal,2
2013,DEF,Marshal Yanda,Bal,0
2013,DEF,T.J. Yates,Hou,0
2013,DEF,Darrel Young,Was,0
2013,DEF,Joe Young,Ind,0
2013,DEF,Willie Young,Det,3
2013,DEF,Christian Yount,Cle,0
2013,DEF,Kevin Zeitler,Cin,0
2013,DEF,Greg Zuerlein,Stl,0
2013,DEF,Jeremy Zuttah,TB,0
2012,DEF,Tim Jennings,Chi,0
2012,DEF,Richard Sherman,Sea,1
2012,DEF,Stevie Brown,NYG,0
2012,DEF,Patrick Peterson,Ari,0
2012,DEF,Thomas DeCoud,Atl,1
2012,DEF,Casey Hayward,GB,0
2012,DEF,London Fletcher,Was,3
2012,DEF,Devin McCourty,NE,0
2012,DEF,Jairus Byrd,Buf,0
2012,DEF,Asante Samuel,Atl,0
2012,DEF,Derek Cox,Jax,0
2012,DEF,Rob Jackson,Was,4.5
2012,DEF,Reshad Jones,Mia,1
2012,DEF,Jason McCourty,Ten,0
2012,DEF,Kerry Rhodes,Ari,1
2012,DEF,Corey Webster,NYG,0
2012,DEF,Major Wright,Chi,0
2012,DEF,William Moore,Atl,1
2012,DEF,Michael Griffin,Ten,1
2012,DEF,DeAngelo Hall,Was,1
2012,DEF,Bryan Scott,Buf,0
2012,DEF,Kareem Jackson,Hou,0
2012,DEF,Ed Reed,Bal,0
2012,DEF,Tavon Wilson,NE,0
2012,DEF,Cary Williams,Bal,1
2012,DEF,Darius Butler,Ind,0
2012,DEF,Janoris Jenkins,Stl,0
2012,DEF,Ronde Barber,TB,1
2012,DEF,Reggie Nelson,Cin,1
2012,DEF,Dominique Rodgers-Cromartie,Phi,0
2012,DEF,Sheldon Brown,Cle,1
2012,DEF,Paul Posluszny,Jax,2
2012,DEF,Dashon Goldson,SF,0
2012,DEF,Vontae Davis,Ind,1
2012,DEF,Brandon Flowers,KC,1
2012,DEF,Jabari Greer,NO,0
2012,DEF,Sam Shields,GB,1
2012,DEF,Antoine Winfield,Min,0.5
2012,DEF,Brandon Browner,Sea,0
2012,DEF,Wesley Woodyard,Den,5.5
2012,DEF,Usama Young,Cle,1.5
2012,DEF,Steve Gregory,NE,0
2012,DEF,Chris Crocker,Cin,0
2012,DEF,Eric Weddle,SD,1
2012,DEF,Antonio Cromartie,NYJ,0
2012,DEF,Bobby Wagner,Sea,2
2012,DEF,Joe Haden,Cle,0
2012,DEF,Cortland Finnegan,Stl,1
2012,DEF,Charles Tillman,Chi,0
2012,DEF,Michael Boley,NYG,0.5
2012,DEF,Earl Thomas,Sea,0
2012,DEF,Lawrence Timmons,Pit,6
2012,DEF,Leonard Johnson,TB,0
2012,DEF,Harrison Smith,Min,1
2012,DEF,Quentin Jammer,SD,0
2012,DEF,Alfonzo Dennard,NE,0
2012,DEF,Patrick Robinson,NO,1
2012,DEF,Brandon Carr,Dal,0
2012,DEF,Chris Harris,Den,2.5
2012,DEF,Zach Brown,Ten,5.5
2012,DEF,Phillip Adams,Oak,0
2012,DEF,Michael Huff,Oak,0
2012,DEF,Ellis Lankster,NYJ,1
2012,DEF,Jim Leonhard,Den,0
2012,DEF,Terence Newman,Cin,0
2012,DEF,Morgan Burnett,GB,2
2012,DEF,Craig Robertson,Cle,1
2012,DEF,Sam Acho,Ari,4
2012,DEF,Chris Houston,Det,0
2012,DEF,D.J. Moore,Chi,0
2012,DEF,Patrick Willis,SF,0.5
2012,DEF,Chris Culliver,SF,0
2012,DEF,Trumaine Johnson,Stl,0
2012,DEF,Cortez Allen,Pit,0
2012,DEF,William Gay,Ari,1
2012,DEF,Josh Wilson,Was,1
2012,DEF,Charles Godfrey,Car,0
2012,DEF,Alterraun Verner,Ten,0
2012,DEF,Isa Abdul-Quddus,NO,0
2012,DEF,Kurt Coleman,Phi,0
2012,DEF,Tarell Brown,SF,0
2012,DEF,Champ Bailey,Den,0
2012,DEF,James Laurinaitis,Stl,0.5
2012,DEF,Corey Graham,Bal,0
2012,DEF,Luke Kuechly,Car,1
2012,DEF,Glover Quin,Hou,1
2012,DEF,Erik Walden,GB,3
2012,DEF,Joselio Hanson,Oak,0
2012,DEF,Ryan Clark,Pit,0
2012,DEF,Patrick Chung,NE,0
2012,DEF,Chris Clemons,Mia,0
2012,DEF,D'Qwell Jackson,Cle,3.5
2012,DEF,Sean Smith,Mia,0
2012,DEF,Ahmad Black,TB,0
2012,DEF,Antoine Cason,SD,0
2012,DEF,Tramon Williams,GB,0
2012,DEF,Haruki Nakamura,Car,0
2012,DEF,Roman Harper,NO,0
2012,DEF,LaRon Landry,NYJ,0
2012,DEF,Antrel Rolle,NYG,0
2012,DEF,Matt Giordano,Oak,0
2012,DEF,Stanford Routt,KC,0
2012,DEF,Corey Lynch,SD,0
2012,DEF,Don Carey,Det,0
2012,DEF,Tony Carter,Den,0
2012,DEF,Danieal Manning,Hou,1
2012,DEF,Aqib Talib,TB,0
2012,DEF,Leon Hall,Cin,0
2012,DEF,Jo-Lonn Dunbar,Stl,4.5
2012,DEF,Josh Robinson,Min,0
2012,DEF,Christopher Conte,Chi,0
2012,DEF,Rashad Johnson,Ari,0
2012,DEF,Johnathan Joseph,Hou,0
2012,DEF,Demorrio Williams,SD,0
2012,DEF,Greg Toler,Ari,0
2012,DEF,Captain Munnerlyn,Car,0
2012,DEF,Lance Briggs,Chi,1.5
2012,DEF,Jonathan Babineaux,Atl,3.5
2012,DEF,David Bruton,Den,0
2012,DEF,Darryl Sharpton,Hou,0
2012,DEF,Adrian Wilson,Ari,3
2012,DEF,DeAndre Levy,Det,0
2012,DEF,Justin Rogers,Buf,0
2012,DEF,Al Afalava,Ten,0
2012,DEF,Prince Amukamara,NYG,0
2012,DEF,Nnamdi Asomugha,Phi,0
2012,DEF,Eric Berry,KC,0
2012,DEF,Edjuan Biggers,TB,1
2012,DEF,Bront Bird,SD,0
2012,DEF,Chase Blackburn,NYG,3
2012,DEF,Morris Claiborne,Dal,0
2012,DEF,Marquice Cole,NE,0
2012,DEF,Erik Coleman,Det,0
2012,DEF,Thomas Davis,Car,0
2012,DEF,Louis Delmas,Det,0
2012,DEF,Mason Foster,TB,2
2012,DEF,Danny Gorrer,TB,0
2012,DEF,Mike Harris,Jax,1
2012,DEF,Jayron Hosley,NYG,0
2012,DEF,Paul Kruger,Bal,9
2012,DEF,Sean Lee,Dal,0
2012,DEF,Paris Lenon,Ari,2
2012,DEF,LeQuan Lewis,TB,0
2012,DEF,Jerod Mayo,NE,3
2012,DEF,Danny McCray,Dal,0
2012,DEF,Jerron McMillian,GB,0
2012,DEF,Bernard Pollard,Bal,2
2012,DEF,Jerraud Powers,Ind,0
2012,DEF,DeMeco Ryans,Phi,1
2012,DEF,Corey White,NO,0
2012,DEF,Billy Winn,Cle,1
2012,DEF,Charles Woodson,GB,1.5
2012,DEF,Brian Cushing,Hou,0
2012,DEF,Reed Doughty,Was,0
2012,DEF,Shiloh Keo,Hou,0
2012,DEF,Robert Mathis,Ind,8
2012,DEF,Troy Polamalu,Pit,1
2012,DEF,Darrelle Revis,NYJ,0
2012,DEF,Akeem Ayers,Ten,6
2012,DEF,Jon Beason,Car,0
2012,DEF,Bradley Fletcher,Stl,1
2012,DEF,Robert Johnson,Ten,0
2012,DEF,Josh Norman,Car,0
2012,DEF,Chad Greenway,Min,3
2012,DEF,Michael Johnson,Cin,11.5
2012,DEF,Stephen Nicholas,Atl,2
2012,DEF,Pat Sims,Cin,0
2012,DEF,Ike Taylor,Pit,0
2012,DEF,Cassius Vaughn,Ind,0
2012,DEF,Colt Anderson,Phi,0
2012,DEF,Jerrell Freeman,Ind,2
2012,DEF,Patrick Lee,Oak,0
2012,DEF,Dunta Robinson,Atl,1.5
2012,DEF,Randy Starks,Mia,4.5
2012,DEF,Eugene Sims,Stl,3
2012,DEF,Eric Smith,NYJ,0
2012,DEF,Kyle Wilson,NYJ,0
2012,DEF,Chris Prosinski,Jax,0
2012,DEF,Aldon Smith,SF,19.5
2012,DEF,Sean Weatherspoon,Atl,3
2012,DEF,Miles Burris,Oak,1.5
2012,DEF,Tim Dobbins,Hou,0
2012,DEF,Richard Marshall,Mia,0
2012,DEF,Daryl Washington,Ari,9
2012,DEF,Lardarius Webb,Bal,0
2012,DEF,Leodis McKelvin,Buf,0
2012,DEF,Jordan Babineaux,Ten,0
2012,DEF,Kyle Bosworth,Jax,0
2012,DEF,L.J. Fort,Cle,1
2012,DEF,Jacob Lacey,Det,0
2012,DEF,NaVorro Bowman,SF,2
2012,DEF,Tyvon Branch,Oak,0
2012,DEF,Bart Scott,NYJ,2.5
2012,DEF,LaMarr Woodley,Pit,4
2012,DEF,Mark Barron,TB,0
2012,DEF,Richard Crawford,Was,0
2012,DEF,Carlos Dunlap,Cin,6
2012,DEF,Jonte Green,Det,1
2012,DEF,Jonathan Vilma,NO,1
2012,DEF,Tom Zbikowski,Ind,1
2012,DEF,Donald Butler,SD,3
2012,DEF,Nate Clements,Cin,0
2012,DEF,Dwight Lowery,Jax,0
2012,DEF,Stephon Gilmore,Buf,0
2012,DEF,Tashaun Gipson,Cle,0
2012,DEF,Rahim Moore,Den,1
2012,DEF,Madieu Williams,Was,1
2012,DEF,K.J. Wright,Sea,1
2012,DEF,Brandon Meriweather,Was,0
2012,DEF,Von Miller,Den,18.5
2012,DEF,Ricardo Silva,Det,0
2012,DEF,Lavonte David,TB,2
2012,DEF,Charlie Peprah,Dal,0
2012,DEF,Ryan Kerrigan,Was,8.5
2012,DEF,Jason Pierre-Paul,NYG,6.5
2012,DEF,Drayton Florence,Det,0
2012,DEF,Everson Griffen,Min,8
2012,DEF,Justin Houston,KC,10
2012,DEF,Robert McClain,Atl,0
2012,DEF,Roger McIntosh,Stl,1
2012,DEF,T.J. Ward,Cle,1
2012,DEF,Craig Dahl,Stl,0
2012,DEF,Kelvin Hayden,Chi,0
2012,DEF,Rafael Bush,NO,0
2012,DEF,Brandon McDonald,TB,0
2012,DEF,Will Witherspoon,Ten,1
2012,DEF,Donte Whitner,SF,0
2012,DEF,Tracy Porter,Den,0
2012,DEF,Brian Urlacher,Chi,0
2012,DEF,Dawan Landry,Jax,0
2012,DEF,DeJon Gomes,Was,0
2012,DEF,Colin McCarthy,Ten,0
2012,DEF,Ahmad Brooks,SF,6.5
2012,DEF,Malcolm Jenkins,NO,0
2012,DEF,Eric Wright,TB,0
2012,DEF,Carlos Rogers,SF,1
2012,DEF,M.D. Jennings,GB,0
2012,DEF,Elbert Mack,NO,0
2012,DEF,Brice McCain,Hou,0.5
2012,DEF,John Abraham,Atl,10
2012,DEF,Kris Adams,Ind,0
2012,DEF,Kyle Adams,Chi,0
2012,DEF,Mike Adams,Den,1
2012,DEF,Michael Adams,Ari,0
2012,DEF,Mike Adams,Pit,0
2012,DEF,Mario Addison,Was,1
2012,DEF,Xavier Adibi,Ten,0
2012,DEF,Danny Aiken,NE,0
2012,DEF,Seyi Ajirotutu,SD,0
2012,DEF,David Akers,SF,0
2012,DEF,Branden Albert,KC,0
2012,DEF,Alex Albright,Dal,0
2012,DEF,Danario Alexander,SD,0
2012,DEF,Frank Alexander,Car,2.5
2012,DEF,Lorenzo Alexander,Was,2.5
2012,DEF,Mister Alexander,Hou,0
2012,DEF,Dwayne Allen,Ind,0
2012,DEF,Jared Allen,Min,12
2012,DEF,Jason Allen,Cin,0
2012,DEF,Jeff Allen,KC,0
2012,DEF,Nate Allen,Phi,0
2012,DEF,Anthony Allen,Bal,0
2012,DEF,Will Allen,Pit,0
2012,DEF,Antonio Allen,NYJ,1
2012,DEF,Russell Allen,Jax,0.5
2012,DEF,Armando Allen,Chi,0
2012,DEF,Tyson Alualu,Jax,3.5
2012,DEF,Jonathon Amaya,Mia,0
2012,DEF,Danny Amendola,Stl,0
2012,DEF,Mark Anderson,Buf,1
2012,DEF,James Anderson,Car,0
2012,DEF,Jamaal Anderson,Cin,0
2012,DEF,Joseph Anderson,Chi,0
2012,DEF,Bryan Anger,Jax,0
2012,DEF,Pat Angerer,Ind,0
2012,DEF,Antwan Applewhite,Car,1
2012,DEF,Javier Arenas,KC,0
2012,DEF,Kyle Arrington,NE,0
2012,DEF,Jon Asamoah,KC,0
2012,DEF,Matt Asiata,Min,0
2012,DEF,Geno Atkins,Cin,12.5
2012,DEF,David Ausberry,Oak,0
2012,DEF,Marvin Austin,NYG,0
2012,DEF,Miles Austin,Dal,0
2012,DEF,Jason Avant,Phi,0
2012,DEF,Donnie Avery,Ind,0
2012,DEF,Cliff Avril,Det,9.5
2012,DEF,Brendon Ayanbadejo,Bal,1
2012,DEF,Robert Ayers,Den,2
2012,DEF,Jason Babin,Phi,7
2012,DEF,Jeff Backus,Det,0
2012,DEF,Johnson Bademosi,Cle,0
2012,DEF,Allen Bailey,KC,0
2012,DEF,Dan Bailey,Dal,0
2012,DEF,Patrick Bailey,Ten,0
2012,DEF,Chris Baker,Was,0
2012,DEF,Sam Baker,Atl,0
2012,DEF,Doug Baldwin,Sea,0
2012,DEF,Jonathan Baldwin,KC,0
2012,DEF,Alan Ball,Hou,0
2012,DEF,Lance Ball,Den,0
2012,DEF,Christian Ballard,Min,1
2012,DEF,Justin Bannan,Den,0
2012,DEF,Don Barclay,GB,0
2012,DEF,Ramses Barden,NYG,0
2012,DEF,Khalif Barnes,Oak,0
2012,DEF,Antwan Barnes,SD,3
2012,DEF,Nick Barnett,Buf,2
2012,DEF,Gary Barnidge,Car,0
2012,DEF,Ronald Bartell,Oak,0
2012,DEF,Connor Barwin,Hou,3
2012,DEF,Ben Bass,Dal,0
2012,DEF,Baron Batch,Pit,0
2012,DEF,Jackie Battle,SD,0
2012,DEF,Zane Beadles,Den,0
2012,DEF,Cole Beasley,Dal,0
2012,DEF,William Beatty,NYG,0
2012,DEF,Jovan Belcher,KC,0
2012,DEF,Demetress Bell,Phi,0
2012,DEF,Joique Bell,Det,0
2012,DEF,Yeremiah Bell,NYJ,1
2012,DEF,Byron Bell,Car,0
2012,DEF,Josh Bellamy,KC,0
2012,DEF,Nick Bellore,NYJ,0
2012,DEF,Travis Benjamin,Cle,0
2012,DEF,Arrelious Benn,TB,0
2012,DEF,Michael Bennett,TB,9
2012,DEF,Earl Bennett,Chi,0
2012,DEF,Martellus Bennett,NYG,0
2012,DEF,Cedric Benson,GB,0
2012,DEF,Dwight Bentley,Det,0
2012,DEF,Mackenzy Bernadeau,Dal,0
2012,DEF,Rocky Bernard,NYG,1
2012,DEF,Aaron Berry,NYJ,0
2012,DEF,Antoine Bethea,Ind,2
2012,DEF,Justin Bethel,Ari,0
2012,DEF,Kroy Biermann,Atl,4
2012,DEF,Atari Bigby,SD,0
2012,DEF,Christo Bilukidi,Oak,0
2012,DEF,Armon Binns,Cin,0
2012,DEF,Matt Birk,Bal,0
2012,DEF,Quincy Black,TB,0
2012,DEF,Justin Blackmon,Jax,0
2012,DEF,Valentino Blake,Jax,0
2012,DEF,Robert Blanton,Min,0
2012,DEF,Brandon Bolden,NE,0
2012,DEF,Omar Bolden,Den,0
2012,DEF,Anquan Boldin,Bal,0
2012,DEF,Clint Boling,Cin,0
2012,DEF,Kevin Boothe,NYG,0
2012,DEF,Matt Bosher,Atl,0
2012,DEF,Dwayne Bowe,KC,0
2012,DEF,Stephen Bowen,Was,1
2012,DEF,Da'Quan Bowers,TB,3
2012,DEF,Zack Bowman,Chi,0
2012,DEF,Brandon Boykin,Phi,1
2012,DEF,Jarrett Boykin,GB,0
2012,DEF,Ron Brace,NE,0
2012,DEF,Cameron Bradfield,Jax,0
2012,DEF,Nigel Bradham,Buf,0
2012,DEF,Stewart Bradley,Ari,0
2012,DEF,Ahmad Bradshaw,NYG,0
2012,DEF,Tom Brady,NE,0
2012,DEF,Bryan Braman,Hou,0
2012,DEF,Alan Branch,Sea,1
2012,DEF,Andre Branch,Jax,1
2012,DEF,Deion Branch,NE,0
2012,DEF,LaVon Brazill,Ind,0
2012,DEF,Drew Brees,NO,0
2012,DEF,Aaron Brewer,Den,0
2012,DEF,Beau Brinkley,Ten,0
2012,DEF,Curtis Brinkley,SD,0
2012,DEF,Jasper Brinkley,Min,0
2012,DEF,Mike Brisiel,Oak,0
2012,DEF,Kenny Britt,Ten,0
2012,DEF,Tramaine Brock,SF,0
2012,DEF,Richie Brockel,Car,0
2012,DEF,Michael Brockers,Stl,4
2012,DEF,Keith Brooking,Den,1
2012,DEF,Ron Brooks,Buf,0
2012,DEF,Antonio Brown,Pit,0
2012,DEF,Bryce Brown,Phi,0
2012,DEF,Chykie Brown,Bal,0
2012,DEF,Curtis Brown,Pit,0
2012,DEF,Jalil Brown,KC,0
2012,DEF,Sergio Brown,Ind,0
2012,DEF,Omar Brown,Bal,1
2012,DEF,Andre Brown,NYG,0
2012,DEF,Ryan Broyles,Det,0
2012,DEF,Red Bryant,Sea,0
2012,DEF,Desmond Bryant,Oak,4
2012,DEF,Dez Bryant,Dal,0
2012,DEF,Brodrick Bunkley,NO,2.5
2012,DEF,Vontaze Burfict,Cin,1
2012,DEF,Kaelin Burnett,Oak,0
2012,DEF,Kevin Burnett,Mia,2.5
2012,DEF,Josh Bush,NYJ,0
2012,DEF,Reggie Bush,Mia,0
2012,DEF,Jarrett Bush,GB,0
2012,DEF,Jermon Bushrod,NO,0
2012,DEF,Crezdon Butler,Buf,0
2012,DEF,Victor Butler,Dal,3
2012,DEF,Jeff Byers,Car,0
2012,DEF,Josh Bynes,Bal,0
2012,DEF,LaRon Byrd,Ari,0
2012,DEF,Travaris Cadet,NO,0
2012,DEF,Jeremy Cain,Jax,0
2012,DEF,Andre Caldwell,Den,0
2012,DEF,Antoine Caldwell,Hou,0
2012,DEF,Jordan Cameron,Cle,0
2012,DEF,Calais Campbell,Ari,6.5
2012,DEF,D.J. Campbell,Car,0
2012,DEF,Tommie Campbell,Ten,0
2012,DEF,Chris Canty,NYG,3
2012,DEF,Tank Carder,Cle,0
2012,DEF,Gabe Carimi,Chi,0
2012,DEF,Cooper Carlisle,Oak,0
2012,DEF,Rashad Carmichael,Hou,0
2012,DEF,Bobby Carpenter,NE,0
2012,DEF,Dan Carpenter,Mia,0
2012,DEF,James Carpenter,Sea,0
2012,DEF,Chris Carr,SD,0
2012,DEF,Adam Carriker,Was,0
2012,DEF,Alex Carrington,Buf,2
2012,DEF,Nolan Carroll,Mia,1
2012,DEF,Andre Carter,Oak,2.5
2012,DEF,Bruce Carter,Dal,0
2012,DEF,Chris Carter,Pit,0
2012,DEF,David Carter,Ari,0
2012,DEF,Delone Carter,Ind,0
2012,DEF,Quinton Carter,Den,0
2012,DEF,James Casey,Hou,0
2012,DEF,Jurrell Casey,Ten,3
2012,DEF,Jonathan Casillas,NO,0
2012,DEF,Matt Cassel,KC,0
2012,DEF,Anthony Castonzo,Ind,0
2012,DEF,Kam Chancellor,Sea,0
2012,DEF,Nate Chandler,Car,0
2012,DEF,Scott Chandler,Buf,0
2012,DEF,Jamar Chaney,Phi,0
2012,DEF,Jamaal Charles,KC,0
2012,DEF,Chimdi Chekwa,Oak,0
2012,DEF,Gosder Cherilus,Det,0
2012,DEF,Chris Chester,Was,0
2012,DEF,John Chick,Jax,0
2012,DEF,Tashard Choice,Buf,0
2012,DEF,Barry Church,Dal,0
2012,DEF,Dallas Clark,TB,0
2012,DEF,Charles Clay,Mia,0
2012,DEF,Adrian Clayborn,TB,0
2012,DEF,Keenan Clayton,Oak,0
2012,DEF,Chris Clemons,Sea,11.5
2012,DEF,Tyler Clutts,Hou,0
2012,DEF,Randall Cobb,GB,0
2012,DEF,Shaun Cody,Hou,0
2012,DEF,Terrence Cody,Bal,0
2012,DEF,Michael Coe,NYG,0
2012,DEF,Barry Cofield,Was,2.5
2012,DEF,Trent Cole,Phi,3
2012,DEF,Justin Cole,Stl,0
2012,DEF,Kenyon Coleman,Dal,0
2012,DEF,Darryn Colledge,Ari,0
2012,DEF,Jed Collins,NO,0
2012,DEF,Nate Collins,Chi,0
2012,DEF,Britton Colquitt,Den,0
2012,DEF,Marques Colston,NO,0
2012,DEF,Jon Condo,Oak,0
2012,DEF,Kevin Cone,Atl,0
2012,DEF,Kavell Conner,Ind,1
2012,DEF,Dan Connor,Dal,0
2012,DEF,Sean Considine,Bal,0
2012,DEF,Chris Cook,Min,1
2012,DEF,Jared Cook,Ten,0
2012,DEF,Ryan Cook,Dal,0
2012,DEF,Josh Cooper,Cle,0
2012,DEF,Riley Cooper,Phi,0
2012,DEF,Quinton Coples,NYJ,5.5
2012,DEF,Terrance Copper,KC,0
2012,DEF,Jim Cordle,NYG,0
2012,DEF,Blake Costanzo,Chi,0
2012,DEF,Kirk Cousins,Was,0
2012,DEF,Perrish Cox,SF,0
2012,DEF,Fletcher Cox,Phi,5.5
2012,DEF,Morgan Cox,Bal,0
2012,DEF,Tom Crabtree,GB,0
2012,DEF,Jack Crawford,Oak,0
2012,DEF,Tyrone Crawford,Dal,0
2012,DEF,Joshua Cribbs,Cle,0
2012,DEF,Jared Crick,Hou,0
2012,DEF,Juron Criner,Oak,0
2012,DEF,Mason Crosby,GB,0
2012,DEF,Victor Cruz,NYG,0
2012,DEF,Jermelle Cudjo,Stl,1
2012,DEF,Jeff Cumberland,NYJ,0
2012,DEF,Jermaine Cunningham,NE,2.5
2012,DEF,Aaron Curry,Oak,0
2012,DEF,Vinny Curry,Phi,0
2012,DEF,Jay Cutler,Chi,0
2012,DEF,Jacob Cutrera,TB,0
2012,DEF,Harvey Dahl,Stl,0
2012,DEF,Mike Daniels,GB,2
2012,DEF,Owen Daniels,Hou,0
2012,DEF,Travis Daniels,KC,0
2012,DEF,Matt Daniels,Stl,0
2012,DEF,Karlos Dansby,Mia,1
2012,DEF,Marcell Dareus,Buf,5.5
